[2023-04-21 12:30:03,720 INFO] Batch size: 64
[2023-04-21 12:30:03,720 INFO] The number of training instances: 1954704
[2023-04-21 12:30:03,722 INFO] 3 GPUs are available. Let's use them.
[2023-04-21 12:30:03,722 INFO] Start training.
/mnt/4T/yev/anaconda3/lib/python3.9/site-packages/torch/nn/parallel/_functions.py:68: UserWarning: Was asked to gather along dimension 0, but all input tensors were scalars; will instead unsqueeze and return a vector.
  warnings.warn('Was asked to gather along dimension 0, but all '
[2023-04-21 12:32:00,930 INFO] Epoch id: 1, Training steps: 100, Avg loss: 1.129
[2023-04-21 12:33:20,798 INFO] Epoch id: 1, Training steps: 200, Avg loss: 1.091
[2023-04-21 12:34:42,304 INFO] Epoch id: 1, Training steps: 300, Avg loss: 1.079
[2023-04-21 12:36:05,276 INFO] Epoch id: 1, Training steps: 400, Avg loss: 1.064
[2023-04-21 12:37:34,171 INFO] Epoch id: 1, Training steps: 500, Avg loss: 1.029
[2023-04-21 12:38:54,332 INFO] Epoch id: 1, Training steps: 600, Avg loss: 1.010
[2023-04-21 12:40:16,486 INFO] Epoch id: 1, Training steps: 700, Avg loss: 0.977
[2023-04-21 12:41:39,384 INFO] Epoch id: 1, Training steps: 800, Avg loss: 0.955
[2023-04-21 12:43:01,150 INFO] Epoch id: 1, Training steps: 900, Avg loss: 0.946
[2023-04-21 12:44:23,112 INFO] Epoch id: 1, Training steps: 1000, Avg loss: 0.931
[2023-04-21 12:45:44,170 INFO] Epoch id: 1, Training steps: 1100, Avg loss: 0.922
[2023-04-21 12:47:05,265 INFO] Epoch id: 1, Training steps: 1200, Avg loss: 0.908
[2023-04-21 12:48:27,150 INFO] Epoch id: 1, Training steps: 1300, Avg loss: 0.891
[2023-04-21 12:49:49,790 INFO] Epoch id: 1, Training steps: 1400, Avg loss: 0.877
[2023-04-21 12:51:10,878 INFO] Epoch id: 1, Training steps: 1500, Avg loss: 0.860
[2023-04-21 12:52:32,061 INFO] Epoch id: 1, Training steps: 1600, Avg loss: 0.855
